rank,channel_id,channel_name,channel_url,score,suggested_label,why_short
131,UCUcz4A71zGfNaU0MjgYk7Wg,Hi! Little Doudou,https://cn--xtb.noxinfluencer.com/youtube/channel/UCUcz4A71zGfNaU0MjgYk7Wg,-25,badcase,娱乐萌娃剧情号，格式不适合投放
133,UCVynGz4VYCcrQAqmd21qN0w,VMV Hypoallergenics,https://cn--xtb.noxinfluencer.com/youtube/channel/UCVynGz4VYCcrQAqmd21qN0w,-9,badcase,护肤品牌号，和婴儿补剂受众不匹配
136,UCWBfX_yL1Ewl38T1TkZ9i6g,MYMY FUN,https://cn--xtb.noxinfluencer.com/youtube/channel/UCWBfX_yL1Ewl38T1TkZ9i6g,-25,badcase,锻造工艺号，与婴幼儿补剂无关
140,UCYRzkIWCAir8bcTfAkjjB0Q,Mom TV,https://cn--xtb.noxinfluencer.com/youtube/channel/UCYRzkIWCAir8bcTfAkjjB0Q,-25,badcase,猴类/动物向内容，属互斥受众
141,UCYXeLG5Ne98g5q3vcvUPjPw,Bailey And Bella The Goldens,https://cn--xtb.noxinfluencer.com/youtube/channel/UCYXeLG5Ne98g5q3vcvUPjPw,-25,badcase,宠物犬内容，与人类婴儿补剂互斥
143,UCZ-pWXR-IQ-pZ8cmmYSD8ZA,Kuang Grever,https://cn--xtb.noxinfluencer.com/youtube/channel/UCZ-pWXR-IQ-pZ8cmmYSD8ZA,-10,badcase,通用健康饮食号，缺少母婴投放语境
147,UCaMZMo7UWp5CcxuOdZeGAqQ,Dahuazi Xiaoyanzi,https://cn--xtb.noxinfluencer.com/youtube/channel/UCaMZMo7UWp5CcxuOdZeGAqQ,-29,badcase,偏搞笑动物/日常频道，缺少婴儿营养或购买语境，不适合补剂推广
149,UCd2tUA2BqlVgFKF4Svsla0Q,Jasmine Klein,https://cn--xtb.noxinfluencer.com/youtube/channel/UCd2tUA2BqlVgFKF4Svsla0Q,-14,badcase,工作妈妈号，但无婴儿营养相关内容
151,UCdQKL405tptzrCZRM28IncQ,Funny and Humorous Channel,https://cn--xtb.noxinfluencer.com/youtube/channel/UCdQKL405tptzrCZRM28IncQ,-25,badcase,搞笑娱乐频道，和婴儿补充剂推广场景不匹配
154,UCeKkGPEU4LvZuNwIkl0HWYA,"Chris and Gina, THE BULL SOURCE",https://cn--xtb.noxinfluencer.com/youtube/channel/UCeKkGPEU4LvZuNwIkl0HWYA,-25,badcase,宠物犬繁育内容，和人类婴儿补充剂互斥
157,UCgOFF3xUpB2_vTz6bSmqJOw,Simply Katie,https://cn--xtb.noxinfluencer.com/youtube/channel/UCgOFF3xUpB2_vTz6bSmqJOw,-12,badcase,清洁家务内容，和婴儿补充剂无关
158,UCikjESrQRwElQ57buZRkWjg,Caujuan Mayo,https://cn--xtb.noxinfluencer.com/youtube/channel/UCikjESrQRwElQ57buZRkWjg,-13,badcase,商业营销/谈业务为主，缺少母婴产品受众
160,UCisRdTSK_rtTpHNUD5_-aaQ,Pio quaid Rasmus,https://cn--xtb.noxinfluencer.com/youtube/channel/UCisRdTSK_rtTpHNUD5_-aaQ,-12,badcase,乡村美食零散记录，不适合婴儿补充剂推广
161,UCizrmmGuN9pOlk3qpbO3n1A,King of Podcasts,https://cn--xtb.noxinfluencer.com/youtube/channel/UCizrmmGuN9pOlk3qpbO3n1A,-25,badcase,娱乐播客频道，主题与母婴补充剂无关
165,UCktjsShZ8BEts83ZTJdXqqQ,Family Max,https://cn--xtb.noxinfluencer.com/youtube/channel/UCktjsShZ8BEts83ZTJdXqqQ,-25,badcase,猴子宠物内容，和人类婴儿补充剂互斥
166,UCmNZ27C9wocxLxZKyjAl-Uw,41NBC,https://cn--xtb.noxinfluencer.com/youtube/channel/UCmNZ27C9wocxLxZKyjAl-Uw,-14,badcase,新闻频道为主，产品推广属性弱且近期内容偏离
167,UCmxEvxOAIV9uaxcgEPse4mg,Eash Da Beast,https://cn--xtb.noxinfluencer.com/youtube/channel/UCmxEvxOAIV9uaxcgEPse4mg,-15,badcase,健身减脂内容，和婴儿补充剂无关
168,UCnY3dhKVuHUr4yOqpNSpoOw,Saskia from Los Angeles Guinea Pig Rescue,https://cn--xtb.noxinfluencer.com/youtube/channel/UCnY3dhKVuHUr4yOqpNSpoOw,-25,badcase,豚鼠宠物救援，和人类婴儿补充剂互斥
169,UCplsCirxuNxRcXBI229oAcA,2thicc,https://cn--xtb.noxinfluencer.com/youtube/channel/UCplsCirxuNxRcXBI229oAcA,-18,badcase,类型伴奏/音乐内容，缺少母婴产品受众
173,UCrnIYJW3bRrbLmCF6MJ1uvQ,Worchester Street,https://cn--xtb.noxinfluencer.com/youtube/channel/UCrnIYJW3bRrbLmCF6MJ1uvQ,-25,badcase,恐怖故事娱乐频道，不适合母婴产品推广
174,UCs77XgZh8p9s5nPdnmQ4RjA,Adopted Connor,https://cn--xtb.noxinfluencer.com/youtube/channel/UCs77XgZh8p9s5nPdnmQ4RjA,-14,badcase,收养话题和游戏内容混杂，和婴儿补充剂弱相关
178,UCvMFOtVdw6HNNLr8DKP_-mQ,Guidecentral English,https://cn--xtb.noxinfluencer.com/youtube/channel/UCvMFOtVdw6HNNLr8DKP_-mQ,-10,badcase,通用教程频道，近期内容与婴儿补剂无关
179,UCvboPPicN16ZJQ-mEf-CVuQ,Chameleon Academy,https://cn--xtb.noxinfluencer.com/youtube/channel/UCvboPPicN16ZJQ-mEf-CVuQ,-25,badcase,爬宠饲养频道，与人类婴幼儿补剂互斥
182,UCwuUD3gWDyc2pZvWcWJT9FA,Summit Ridge Ranch | Kari Moody,https://cn--xtb.noxinfluencer.com/youtube/channel/UCwuUD3gWDyc2pZvWcWJT9FA,-10,badcase,罪案/农场动物内容，和婴幼儿补剂不匹配
183,UCyKnczOBrSZ-bAKxal7NRTw,Teddy Cute,https://cn--xtb.noxinfluencer.com/youtube/channel/UCyKnczOBrSZ-bAKxal7NRTw,-25,badcase,宠物娱乐频道，犬类内容与婴儿补剂互斥
185,UCzOzzXXz5R3aytqUR5LkNZg,Lý Thị Ca,https://cn--xtb.noxinfluencer.com/youtube/channel/UCzOzzXXz5R3aytqUR5LkNZg,-13,badcase,农场烹饪频道，母婴补剂推广相关性低
