rank,channel_id,channel_name,channel_url,score,suggested_label,why_short
395,UCrhnFr9csoeThTTDbqjyhlA,AI or NOTHING,https://cn--xtb.noxinfluencer.com/youtube/channel/UCrhnFr9csoeThTTDbqjyhlA,2,badcase,短视频新闻/娱乐占主，推广科技产品匹配度低
400,UCxdWHEhEPiYhCADMrn4PdhQ,Fin Tek,https://cn--xtb.noxinfluencer.com/youtube/channel/UCxdWHEhEPiYhCADMrn4PdhQ,6,badcase,以股票投顾为主，和科技产品推广场景关联弱
404,UCFIS1WDM6vkvlY1kTfHWtwg,ORENYARO,https://cn--xtb.noxinfluencer.com/youtube/channel/UCFIS1WDM6vkvlY1kTfHWtwg,-13,badcase,AI娱乐/短片为主，缺少科技产品推广场景
407,UC1iM1R3jUuLK3-buPJyAUQw,Imagery GPT,https://cn--xtb.noxinfluencer.com/youtube/channel/UC1iM1R3jUuLK3-buPJyAUQw,-5,badcase,梗图娱乐为主，虽有科技词但不适合产品推广
442,UCR7n-3jFz-5BngrffQ0R3eQ,Flash Don,https://cn--xtb.noxinfluencer.com/youtube/channel/UCR7n-3jFz-5BngrffQ0R3eQ,-4,badcase,娱乐内容占主，tech 词虽有但推广格式明显不匹配
452,UCe52zOeueGEEH1X-3iHhWog,FloofChonk,https://cn--xtb.noxinfluencer.com/youtube/channel/UCe52zOeueGEEH1X-3iHhWog,-35,badcase,宠物娱乐为主，和 tech 推广场景明显不符
461,UCATeIdvFDtVx0376EZvUqgQ,Zen Mommy,https://cn--xtb.noxinfluencer.com/youtube/channel/UCATeIdvFDtVx0376EZvUqgQ,-2,badcase,灵性内容为主，仅少量AI/ChatGPT提及，不适合科技推广
467,UCSvl8dQJMLSMqFZX_PRUtcw,Ishfaq Hameed,https://cn--xtb.noxinfluencer.com/youtube/channel/UCSvl8dQJMLSMqFZX_PRUtcw,0,badcase,虽有科技标签，但近10条几乎全是狗狗娱乐内容
474,UCTx9ZgmuL1npFH0BJR8ROXw,browardcountylibrary,https://cn--xtb.noxinfluencer.com/youtube/channel/UCTx9ZgmuL1npFH0BJR8ROXw,10,badcase,公共图书馆频道，近期内容与科技产品推广不符
476,UCxOSic-n63e4ZH823CfcbSg,BlockZa,https://cn--xtb.noxinfluencer.com/youtube/channel/UCxOSic-n63e4ZH823CfcbSg,1,badcase,加密新闻为主，虽有tech标签但推广错位
483,UCRKNX4iuBdth4EdwVm477Uw,Crypto Hunter💰,https://cn--xtb.noxinfluencer.com/youtube/channel/UCRKNX4iuBdth4EdwVm477Uw,-5,badcase,加密货币为主，和科技产品推广关联弱
487,UCnpbfVoG8ZbQlCqXlEkmV_A,Crypto Royal,https://cn--xtb.noxinfluencer.com/youtube/channel/UCnpbfVoG8ZbQlCqXlEkmV_A,-5,badcase,以加密项目为主，缺少科技产品推广相关性
